Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
701,87207031250 64510 0 Piket 1490,59 <Интегр-Навиг> 62,7766 0,182115 -1,00187 -2,67792 1,59101 0 55,76386342775 37,72247898913 161,28462219238 -1,00212 8,92497 2,10216
447,46600341797 261594 -3,24767 <_____> 1539,89 <Интегр-Навиг> 61,6782 0,0479407 -0,716663 -4,68199 2,21524 0 55,76183499765 37,72436529673 162,32652282715 -0,311115 9,45338 0,701153
447,01492309570 261912 -1,62389 <_____> 1540,69 <Интегр-Навиг> 61,6542 0,0644301 -0,746602 -4,74092 2,25096 0 55,76183122854 37,72436846691 162,32954406738 -0,386391 9,72284 -0,320702
446,56384277344 262230 -1,62389 <_____> 1541,3 <Интегр-Навиг> 61,6519 0,100184 -0,760507 -4,74048 2,2446 0 55,76182744253 37,72437165047 162,33250427246 -0,361814 9,69775 -0,960809
446,11279296875 262548 -1,62389 <_____> 1541,5 <Интегр-Навиг> 61,627 0,144678 -0,779226 -4,71451 2,23647 0 55,76182413205 37,72437546238 162,30671691895 -0,487027 9,18635 0,283421
445,66171264648 262864 -1,62389 <_____> 1541,5 <Интегр-Навиг> 61,6065 0,152821 -0,786089 -4,74719 2,25706 0 55,76182035885 37,72437864314 162,30877685547 -0,198736 9,90341 -0,434885
445,21063232422 263180 -3,24767 <_____> 1540,9 <Интегр-Навиг> 61,6156 0,103835 -0,791128 -4,78735 2,2798 0 55,76181663196 37,72438178287 162,31086730957 0,0176406 10,2102 0,630866
444,75955200195 263493 -1,62389 <_____> 1539,48 <Интегр-Навиг> 61,6243 0,0240145 -0,799607 -4,79412 2,29639 0 55,76181287816 37,72438495542 162,28723144531 -0,322996 9,39152 0,16171
444,30847167969 263809 -1,62389 <_____> 1537,46 <Интегр-Навиг> 61,6318 0,0142755 -0,83198 -4,76582 2,26442 0 55,76181015964 37,72438813165 162,28956604004 -0,433275 9,87609 -0,0788802
443,85742187500 264122 -1,62389 <_____> 1536,05 <Интегр-Навиг> 61,6774 -0,0103126 -0,847074 -4,82788 2,29935 0 55,76180632944 37,72439135347 162,29214477539 -0,057173 9,43762 0,365829
443,40634155273 264433 -1,62389 <_____> 1533,62 <Интегр-Навиг> 61,7605 0,00469889 -0,857184 -4,85852 2,29047 0 55,76180262067 37,72439446819 162,29457092285 0,059468 9,88065 0,142431
442,95526123047 264745 -3,24767 <_____> 1530,39 <Интегр-Навиг> 61,8243 0,0554165 -0,868228 -4,83098 2,28049 0 55,76179936564 37,72439795362 162,28405761719 -0,164876 10,0255 -0,534235
442,50418090820 265054 -1,62389 <_____> 1529,18 <Интегр-Навиг> 61,8541 0,0547772 -0,86416 -4,93284 2,33183 0 55,76179563439 37,72440107494 162,28614807129 0,00380864 9,81982 0,662859
442,05310058594 265357 -1,62389 Piket 1528,98 <Интегр-Навиг> 61,8842 0,0554501 -0,864072 -4,94467 2,32462 0 55,76179184777 37,72440424332 162,28833007813 -0,218305 9,30018 0,304148
441,60202026367 265663 -1,62389 <_____> 1528,98 <Интегр-Навиг> 61,8758 0,018528 -0,864156 -4,89257 2,30307 0 55,76178865039 37,72440766163 162,26902770996 -0,175191 9,92019 -0,133133
441,15097045898 265971 -3,24778 <_____> 1528,98 <Интегр-Навиг> 61,8925 0,0357114 -0,839004 -4,86198 2,27955 0 55,76178491877 37,72441077197 162,27098083496 -0,171035 10,0673 0,0826844
440,69989013672 266281 -1,62378 <_____> 1529,38 <Интегр-Навиг> 61,947 0,0758547 -0,846884 -4,90489 2,29344 0 55,76178119761 37,72441386041 162,27279663086 -0,0585129 10,0585 -0,297605
440,24880981445 266586 -1,62389 <_____> 1531 <Интегр-Навиг> 62,0134 0,0458018 -0,844614 -4,90887 2,31541 0 55,76177842135 37,72441786390 162,24273681641 -0,41644 10,0461 -0,470328
439,79772949219 266896 -1,62389 <_____> 1532,41 <Интегр-Навиг> 62,048 0,0541267 -0,846282 -4,8611 2,2697 0 55,76177460600 37,72442103418 162,24398803711 -0,41131 9,69513 -0,241241
439,34664916992 267205 -1,62389 <_____> 1533,62 <Интегр-Навиг> 62,0295 0,0618077 -0,860061 -4,92067 2,29499 0 55,76177087930 37,72442411961 162,24526977539 -0,0293162 9,67058 0,41313
438,89559936523 267506 -3,24778 <_____> 1535,24 <Интегр-Навиг> 61,9957 -0,000861157 -0,915014 -5,08484 2,39391 0 55,76176797990 37,72442855369 162,22640991211 -0,833398 9,73357 -0,323564
438,44451904297 267802 -1,62378 <_____> 1536,65 <Интегр-Навиг> 61,9697 0,00858215 -0,916233 -5,05094 2,39832 0 55,76176418181 37,72443172965 162,22698974609 -0,0962801 9,92679 0,097316
437,99343872070 268103 -1,62389 <_____> 1538,07 <Интегр-Навиг> 61,9474 0,0781031 -0,93777 -4,92851 2,3164 0 55,76176044914 37,72443484356 162,22785949707 -0,119856 9,73731 -0,622818
437,54235839844 268408 -1,62389 <_____> 1538,67 <Интегр-Навиг> 61,9669 0,0590498 -0,980736 -4,96762 2,32389 0 55,76175674759 37,72443793127 162,22821044922 -0,634178 9,13635 0,00434858
437,09127807617 268712 -3,24778 <_____> 1538,88 <Интегр-Навиг> 61,995 0,0415937 -0,965464 -4,90001 2,29245 0 55,76175406902 37,72444263111 162,20149230957 -0,236019 9,52865 -0,136192
436,64019775391 269021 -1,62389 <_____> 1538,88 <Интегр-Навиг> 61,9993 0,0357673 -0,966048 -4,8124 2,26207 0 55,76175035466 37,72444572450 162,20185852051 0,65284 10,6273 -0,0258335
436,18914794922 269335 -1,62389 <_____> 1538,47 <Интегр-Навиг> 62,0419 0,0279584 -0,963954 -4,79707 2,25679 0 55,76174660071 37,72444883748 162,20237731934 -0,0973251 9,31643 0,317832
435,73806762695 269645 -1,62389 <_____> 1537,86 <Интегр-Навиг> 62,0491 0,0439338 -0,974629 -4,9133 2,30024 0 55,76174276046 37,72445228445 162,15527343750 -0,244594 9,38998 0,369241
435,28698730469 269950 -3,24767 <_____> 1537,66 <Интегр-Навиг> 62,04 0,0562102 -0,969267 -4,98352 2,32821 0 55,76173896969 37,72445543977 162,15498352051 -0,0824262 9,30898 0,406849
434,83590698242 270253 -1,62389 <_____> 1537,06 <Интегр-Навиг> 62,0454 0,0451939 -0,959768 -4,93019 2,30415 0 55,76173525970 37,72445852385 162,15466308594 0,346105 10,419 0,321321
434,38482666016 270559 -1,62389 <_____> 1536,25 <Интегр-Навиг> 62,091 -0,00992853 -0,972253 -4,92074 2,30129 0 55,76173142798 37,72446258048 162,05450439453 0,201127 9,98338 0,652744
433,93377685547 270864 -1,62389 <_____> 1535,04 <Интегр-Навиг> 62,1363 -0,10896 -1,00512 -4,96052 2,31574 0 55,76172764738 37,72446571897 162,05297851563 -0,379629 10,1278 0,0671931
433,48269653320 271171 -3,24767 <_____> 1532,81 <Интегр-Навиг> 62,194 -0,190011 -1,02658 -4,87798 2,26656 0 55,76172388302 37,72446883084 162,05203247070 -0,265929 9,91696 -0,617282
433,03161621094 271487 -1,62389 <_____> 1530,79 <Интегр-Навиг> 62,2416 -0,280463 -1,0822 -4,70757 2,15837 0 55,76172066836 37,72447351822 161,91133117676 -0,19943 9,4058 0,631113
432,58053588867 271808 -1,62389 <_____> 1529,99 <Интегр-Навиг> 62,2181 -0,252987 -1,11087 -4,72103 2,20002 0 55,76171691938 37,72447660630 161,90849304199 0,17681 10,4644 -0,465252
432,12945556641 272122 -1,62389 <_____> 1529,38 <Интегр-Навиг> 62,1389 -0,147449 -1,13966 -4,80749 2,24174 0 55,76171310261 37,72447975899 161,90519714355 -0,403995 10,4138 -0,666494
431,67840576172 272435 -1,62389 Piket 1528,98 <Интегр-Навиг> 62,1278 0,0276335 -1,15422 -4,81285 2,22745 0 55,76170940171 37,72448280539 161,78178405762 -1,02111 9,82425 -0,484281
431,22732543945 272750 -3,24767 <_____> 1528,37 <Интегр-Навиг> 62,2279 0,0906712 -1,11711 -4,80813 2,22334 0 55,76170661117 37,72448622307 161,77578735352 -0,418809 9,89258 -0,00122981
430,77624511719 273060 -1,62389 <_____> 1527,36 <Интегр-Навиг> 62,328 0,101108 -1,06786 -4,95474 2,29391 0 55,76170288285 37,72448928344 161,76969909668 -0,164878 9,77654 0,374104
430,32516479492 273367 -1,62389 <_____> 1525,74 <Интегр-Навиг> 62,4087 0,0343851 -1,01057 -4,87444 2,24117 0 55,76169910874 37,72449238081 161,76373291016 -0,374618 9,68894 -0,768237
429,87408447266 273685 -1,62389 <_____> 1523,92 <Интегр-Навиг> 62,4316 0,0293055 -0,96503 -4,58886 2,0901 0 55,76169603262 37,72449645652 161,62010192871 -0,0819513 10,3712 -1,1639
429,42303466797 274022 -1,62389 <_____> 1522,71 <Интегр-Навиг> 62,4651 0,0511658 -0,901658 -4,47866 2,02808 0 55,76169228160 37,72449947938 161,61112976074 -0,724062 8,87827 0,718754
428,97195434570 274363 -3,24767 <_____> 1522,11 <Интегр-Навиг> 62,4988 0,115773 -0,812238 -4,44415 1,99579 0 55,76168843906 37,72450256441 161,60180664063 -0,352669 9,60011 0,943276
428,52087402344 274707 -1,62389 <_____> 1521,7 <Интегр-Навиг> 62,5451 0,143492 -0,734196 -4,38699 1,9737 0 55,76168537795 37,72450768880 161,42610168457 0,156265 10,6433 -0,483432
428,06979370117 275050 -1,62389 <_____> 1520,89 <Интегр-Навиг> 62,6082 0,0684258 -0,665987 -4,43845 2,01639 0 55,76168155379 37,72451075624 161,41339111328 0,236174 10,1931 -0,558903
427,61871337891 275389 -1,62389 <_____> 1519,88 <Интегр-Навиг> 62,592 0,155282 -0,595321 -4,51067 2,03033 0 55,76167776350 37,72451380206 161,40098571777 -0,19414 9,52327 0,717218
427,16763305664 275729 -1,62389 <_____> 1519,28 <Интегр-Навиг> 62,6182 -0,0110526 -0,539241 -4,36012 1,9472 0 55,76167497495 37,72451784492 161,26000976563 0,112515 8,7978 0,13628
426,71658325195 276079 -1,62389 <_____> 1519,28 <Интегр-Навиг> 62,6339 0,047186 -0,511303 -4,37814 1,96098 0 55,76167122762 37,72452083721 161,24488830566 -0,173049 10,7582 0,489702
426,26550292969 276425 -1,62389 <_____> 1519,68 <Интегр-Навиг> 62,6685 0,073877 -0,475288 -4,414 1,98662 0 55,76166743485 37,72452387590 161,22996520996 -0,346393 9,61467 0,847183
425,81442260742 276768 -3,24767 <_____> 1520,29 <Интегр-Навиг> 62,669 0,0395415 -0,441313 -4,40111 1,98395 0 55,76166461748 37,72452709396 161,07739257813 0,135662 10,3221 -0,795815
425,36334228516 277114 -1,62389 <_____> 1520,49 <Интегр-Навиг> 62,6962 0,0631959 -0,429046 -4,41866 1,99615 0 55,76166082563 37,72453012327 161,05981445313 0,166824 9,69269 1,09911
424,91226196289 277453 -1,62389 <_____> 1520,49 <Интегр-Навиг> 62,7363 0,0573404 -0,410989 -4,52392 2,01856 0 55,76165702765 37,72453316069 161,04252624512 -0,648022 7,97345 0,618321
424,46121215820 277788 -1,62389 <_____> 1520,69 <Интегр-Навиг> 62,7283 0,0343209 -0,404008 -4,4671 2,01061 0 55,76165343558 37,72453765777 160,89474487305 -0,312616 10,5504 -1,30626
424,01013183594 278128 -1,62378 <_____> 1520,89 <Интегр-Навиг> 62,757 0,0664177 -0,410813 -4,5254 2,03088 0 55,76164964497 37,72454068872 160,87524414063 0,276876 10,2886 0,372112
423,55905151367 278456 -1,62378 <_____> 1521,1 <Интегр-Навиг> 62,7666 -0,0115373 -0,429021 -4,67666 2,12536 0 55,76164582210 37,72454375325 160,80215454102 0,0187214 10,1052 -0,113743
423,10797119141 278776 -3,24778 <_____> 1521,1 <Интегр-Навиг> 62,7587 -0,0107801 -0,444589 -4,76488 2,17617 0 55,76164250231 37,72454835490 160,78291320801 -0,184529 9,39587 0,99155
422,65689086914 279099 -1,62389 <_____> 1521,7 <Интегр-Навиг> 62,7098 -0,0609001 -0,456798 -4,59087 2,05842 0 55,76163875872 37,72455137849 160,76371765137 -0,512543 9,06804 -0,9813
422,20581054688 279430 -1,62389 Piket 1521,9 <Интегр-Навиг> 62,6577 0,00362802 -0,448094 -4,50361 2,0474 0 55,76163497138 37,72455442645 160,74343872070 -0,0528451 10,3222 -0,795243
421,75476074219 279773 -1,62389 <_____> 1521,7 <Интегр-Навиг> 62,5983 0,11563 -0,435684 -4,34478 1,96658 0 55,76163139472 37,72455890182 160,71472167969 -0,422411 9,30515 0,346112
421,30368041992 280127 -1,62378 <_____> 1521,1 <Интегр-Навиг> 62,539 -0,0591865 -0,448616 -4,18897 1,89109 0 55,76162762096 37,72456193575 160,69291687012 -0,190849 9,85741 -0,0636021
420,85260009766 280497 -1,62389 <_____> 1520,89 <Интегр-Навиг> 62,4868 0,0505783 -0,467177 -4,1233 1,87865 0 55,76162379932 37,72456499209 160,70887756348 0,323507 10,0652 -0,0178134
420,40151977539 280856 -1,62389 <_____> 1520,69 <Интегр-Навиг> 62,4641 0,014869 -0,493482 -4,26395 1,93524 0 55,76162060503 37,72456827378 160,68774414063 -0,0412839 9,31471 -0,597701
419,95043945313 281214 -3,24778 <_____> 1520,09 <Интегр-Навиг> 62,4369 -0,033503 -0,534205 -4,13675 1,8719 0 55,76161688568 37,72457127499 160,66659545898 -0,313815 9,69853 -0,165164
419,49938964844 281583 -1,62389 <_____> 1518,87 <Интегр-Навиг> 62,4224 0,0311284 -0,572824 -4,12337 1,86785 0 55,76161412830 37,72457436553 160,69352722168 -0,350618 9,58539 0,0688059
419,04830932617 281953 -1,62378 <_____> 1517,26 <Интегр-Навиг> 62,4516 -0,0208756 -0,585785 -4,05649 1,8304 0 55,76161037693 37,72457737508 160,67266845703 0,23926 10,0701 -0,236838
418,59722900391 282335 -1,62389 <_____> 1517,05 <Интегр-Навиг> 62,4469 0,116682 -0,607941 -3,9899 1,7897 0 55,76160659870 37,72458039406 160,65055847168 -0,647911 9,29298 -0,316958
418,14614868164 282716 -1,62389 <_____> 1517,05 <Интегр-Навиг> 62,3837 0,20516 -0,62366 -4,00526 1,80616 0 55,76160343488 37,72458505499 160,66876220703 -1,08515 8,87748 0,7469
417,69506835938 283094 -1,62389 <_____> 1516,65 <Интегр-Навиг> 62,3086 0,246907 -0,630318 -4,01238 1,82315 0 55,76159970476 37,72458805567 160,64717102051 0,172025 9,67171 -0,253698
417,24401855469 283462 -1,62389 <_____> 1516,65 <Интегр-Навиг> 62,2302 0,318948 -0,609692 -4,21034 1,93143 0 55,76159594538 37,72459110317 160,65600585938 -0,71566 9,52438 0,00848109
416,79293823242 283813 -1,62378 <_____> 1516,65 <Интегр-Навиг> 62,2086 0,279572 -0,610289 -4,29354 1,98568 0 55,76159312109 37,72459494434 160,63557434082 0,165662 9,71273 -0,745883
416,34185791016 284160 -1,62389 <_____> 1516,85 <Интегр-Навиг> 62,2325 0,272037 -0,627933 -4,42521 2,03555 0 55,76158935716 37,72459802833 160,61511230469 -0,296075 10,305 -0,378268
415,89077758789 284498 -1,62389 <_____> 1517,05 <Интегр-Навиг> 62,277 0,355824 -0,612948 -4,48218 2,06636 0 55,76158558359 37,72460112663 160,59497070313 -0,20894 9,31107 0,637228
415,43969726563 284840 -1,62389 <_____> 1517,05 <Интегр-Навиг> 62,3243 0,35172 -0,616535 -4,39055 2,0356 0 55,76158179009 37,72460564732 160,59570312500 -0,148989 9,57859 -0,417634
414,98864746094 285179 -3,24778 <_____> 1517,05 <Интегр-Навиг> 62,3374 0,322975 -0,609119 -4,48779 2,05524 0 55,76157802015 37,72460873569 160,57563781738 0,118586 10,3329 -1,09964
414,53756713867 285516 -1,62378 <_____> 1517,26 <Интегр-Навиг> 62,3635 0,336389 -0,615442 -4,40365 2,03597 0 55,76157423231 37,72461183773 160,56881713867 -0,0664978 10,5124 -0,550082
414,08648681641 285856 -1,62389 <_____> 1517,86 <Интегр-Навиг> 62,3526 0,213256 -0,592403 -4,48408 2,0675 0 55,76157063185 37,72461502106 160,54966735840 -0,063637 9,85453 1,11485
413,63540649414 286189 -1,62389 <_____> 1517,86 <Интегр-Навиг> 62,4391 0,203786 -0,567978 -4,57128 2,10777 0 55,76156685615 37,72461810326 160,53120422363 -0,563973 9,61748 -0,373904
413,18432617188 286513 -1,62389 <_____> 1517,26 <Интегр-Навиг> 62,4189 0,239642 -0,552039 -4,72509 2,20731 0 55,76156356648 37,72462203879 160,52992248535 0,0220849 9,19837 0,721542
412,73324584961 286827 -1,62389 <_____> 1517,26 <Интегр-Навиг> 62,3707 0,202246 -0,564179 -4,86818 2,29131 0 55,76155982450 37,72462513551 160,51298522949 0,0201564 9,46231 -0,858989
412,28219604492 287133 -3,24778 <_____> 1518,47 <Интегр-Навиг> 62,352 0,151183 -0,564666 -4,93163 2,30787 0 55,76155607750 37,72462824124 160,49633789063 0,197463 10,2531 -0,334795
411,83111572266 287433 -1,62378 <_____> 1519,48 <Интегр-Навиг> 62,2765 0,254979 -0,595693 -5,11543 2,4164 0 55,76155233327 37,72463135308 160,47982788086 0,361113 10,1608 1,48455
411,38003540039 287715 -1,62389 <_____> 1520,09 <Интегр-Навиг> 62,2596 0,319058 -0,596482 -5,49034 2,61463 0 55,76155008303 37,72463452001 160,47460937500 -0,382895 9,92119 -0,206324
410,92895507813 287981 -1,62389 <_____> 1520,69 <Интегр-Навиг> 62,2517 0,261194 -0,60948 -5,6229 2,69075 0 55,76154636852 37,72463766099 160,45948791504 0,831144 9,98873 1,23256
410,47787475586 288247 -3,24778 <_____> 1520,89 <Интегр-Навиг> 62,252 0,242631 -0,624608 -5,62159 2,69085 0 55,76154262374 37,72464083085 160,44390869141 0,315902 9,98038 0,29353
410,02682495117 288510 -1,62389 <_____> 1520,89 <Интегр-Навиг> 62,2017 0,400134 -0,6336 -5,78092 2,76902 0 55,76153883618 37,72464403795 160,43148803711 1,05774 9,95329 1,28768
409,57574462891 288764 -1,62389 <_____> 1520,89 <Интегр-Навиг> 62,1943 0,382026 -0,640815 -5,9282 2,83945 0 55,76153543703 37,72464878869 160,41624450684 -1,34422 9,80752 -0,828193
409,12466430664 289011 -3,24767 <_____> 1520,89 <Интегр-Навиг> 62,1628 0,503745 -0,607895 -6,10745 2,95767 0 55,76153173839 37,72465194422 160,40144348145 0,89878 10,0028 0,926464
408,67358398438 289247 -3,24767 <_____> 1520,89 <Интегр-Навиг> 62,1677 0,466141 -0,586389 -6,36448 3,07788 0 55,76152810659 37,72465505192 160,38688659668 0,207381 10,6256 0,439888
408,22250366211 289478 -3,24778 <_____> 1520,89 <Интегр-Навиг> 62,1632 0,402804 -0,563855 -6,40388 3,1077 0 55,76152438869 37,72465824167 160,35861206055 -0,589285 10,1735 -0,138282
407,77142333984 289705 -1,62389 <_____> 1520,89 <Интегр-Навиг> 62,1815 0,361495 -0,536023 -6,49262 3,13628 0 55,76152126490 37,72466160493 160,34439086914 -0,159216 9,43937 0,211785
407,32037353516 289928 -1,62389 <_____> 1520,89 <Интегр-Навиг> 62,2269 0,305163 -0,539779 -6,69236 3,25462 0 55,76151765664 37,72466470960 160,33059692383 0,474436 9,84936 1,3397
406,86929321289 290144 -3,24767 <_____> 1520,89 <Интегр-Навиг> 62,2766 0,319579 -0,536798 -6,80881 3,32827 0 55,76151395251 37,72466790323 160,31729125977 0,442287 11,0917 0,0773289
406,41821289063 290357 -3,24767 <_____> 1520,89 <Интегр-Навиг> 62,3387 0,163253 -0,53878 -6,83912 3,31125 0 55,76151031945 37,72467104128 160,30462646484 1,08094 9,6255 0,821489
405,96713256836 290570 -3,24778 <_____> 1520,89 <Интегр-Навиг> 62,4446 0,150871 -0,56477 -6,89407 3,3576 0 55,76150709284 37,72467447778 160,26194763184 -0,811697 9,1005 0,0751924
405,51605224609 290777 -3,24778 <_____> 1520,49 <Интегр-Навиг> 62,3898 0,22073 -0,580885 -7,08459 3,38917 0 55,76150350018 37,72467756693 160,24957275391 -0,0481622 10,4765 0,328039
405,06500244141 290979 -3,24778 <_____> 1520,49 <Интегр-Навиг> 62,3175 0,230356 -0,591585 -7,15466 3,55595 0 55,76149995208 37,72468062627 160,23748779297 -0,385061 9,58323 -0,148886
404,61392211914 291179 -3,24778 <_____> 1520,49 <Интегр-Навиг> 62,1853 0,325811 -0,587282 -7,39357 3,52841 0 55,76149632183 37,72468374646 160,22534179688 0,413094 10,7173 -0,157779
404,16284179688 291379 -3,24767 <_____> 1519,88 <Интегр-Навиг> 62,1958 0,194423 -0,566037 -7,26108 3,57397 0 55,76149267139 37,72468691240 160,21304321289 0,172371 10,1066 0,565541
403,71176147461 291580 -3,24767 <_____> 1519,48 <Интегр-Навиг> 62,218 0,258603 -0,574246 -7,20809 3,59748 0 55,76148929654 37,72469180198 160,15609741211 -1,3202 8,68382 -0,560402
403,26068115234 291780 -3,24778 <_____> 1519,08 <Интегр-Навиг> 62,169 0,263538 -0,550981 -7,33646 3,63287 0 55,76148563360 37,72469497362 160,14318847656 0,0270202 9,6021 -0,497193
402,80963134766 291977 -3,24778 <_____> 1519,08 <Интегр-Навиг> 62,2117 0,277963 -0,545123 -7,39948 3,64061 0 55,76148195026 37,72469818145 160,13026428223 -0,546809 9,77318 0,335939
402,35855102539 292176 -3,24767 <_____> 1519,08 <Интегр-Навиг> 62,2079 0,329591 -0,546586 -7,44073 3,61541 0 55,76147824932 37,72470139144 160,11750793457 -0,480955 9,93079 -0,11617
401,90747070313 292374 -3,24767 Piket 1519,28 <Интегр-Навиг> 62,2341 0,20328 -0,509726 -7,32505 3,61901 0 55,76147469099 37,72470448337 160,10516357422 -0,283017 9,95817 0,340219
