Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
-1011,76031494141 442755 -1,624 <_____> 1510,59 <Интегр-Навиг> 60,4674 -0,0151706 -1,1838 -3,54153 2,36136 0 55,76029733522 37,72583966704 163,64485168457 -1,09703 9,49337 -0,673355
-1012,21142578125 443146 -1,62378 <_____> 1510,39 <Интегр-Навиг> 60,4648 0,0750688 -1,1934 -3,53572 2,35213 0 55,76029392291 37,72584370824 163,61688232422 -0,332225 9,16196 0,848402
-1012,66247558594 443537 -1,624 <_____> 1510,19 <Интегр-Навиг> 60,4522 0,101823 -1,19594 -3,51852 2,33899 0 55,76029014872 37,72584676794 163,70431518555 -1,39268 8,88813 0,218675
-1013,11352539063 443928 -1,62378 <_____> 1510,19 <Интегр-Навиг> 60,3681 0,102793 -1,20046 -3,54806 2,38546 0 55,76028674192 37,72585081916 163,67866516113 0,841744 10,5039 -0,224392
-1013,56463623047 444319 -1,62378 <_____> 1510,19 <Интегр-Навиг> 60,2847 0,0571127 -1,18737 -3,51328 2,36944 0 55,76028327528 37,72585495016 163,65238952637 0,870223 10,5337 0,0948203
-1014,01568603516 444713 -1,624 <_____> 1510,39 <Интегр-Навиг> 60,2243 0,0616963 -1,20004 -3,47785 2,34172 0 55,76027960812 37,72585734301 163,75395202637 -1,40353 8,88122 0,0117274
-1014,46679687500 445105 -1,62378 <_____> 1510,59 <Интегр-Навиг> 60,2074 0,0440037 -1,205 -3,51894 2,38795 0 55,76027616481 37,72586146894 163,73056030273 0,0464891 10,4654 -0,590109
-1014,91784667969 445498 -1,624 <_____> 1510,59 <Интегр-Навиг> 60,1928 0,0364184 -1,22572 -3,48892 2,37178 0 55,76027273464 37,72586453912 163,84992980957 0,714388 10,3566 0,0957702
-1015,36889648438 445895 -1,62378 <_____> 1510,59 <Интегр-Навиг> 60,1769 0,0173535 -1,2506 -3,46407 2,36472 0 55,76026925532 37,72586872605 163,82934570313 0,791893 10,7367 0,0851508
-1015,82000732422 446297 -1,62378 <_____> 1510,59 <Интегр-Навиг> 60,1372 0,00860796 -1,2821 -3,39899 2,30656 0 55,76026583814 37,72587285985 163,80876159668 -0,818677 8,78354 0,22818
-1016,27105712891 446705 -1,624 Piket 1510,59 <Интегр-Навиг> 60,0836 0,0493432 -1,29246 -3,37246 2,31289 0 55,76026223777 37,72587567689 163,94735717773 -0,440054 10,6672 -0,88107
-1016,72216796875 447112 -1,62378 <_____> 1510,39 <Интегр-Навиг> 60,0436 0,049221 -1,29184 -3,39972 2,33788 0 55,76025879459 37,72587985755 163,93017578125 0,812788 10,6112 0,428999
-1017,17321777344 447511 -1,624 <_____> 1510,19 <Интегр-Навиг> 60,0154 0,0252388 -1,29963 -3,45803 2,35828 0 55,76025561020 37,72588146460 164,07322692871 -0,961066 8,8743 0,345398
-1017,62426757813 447908 -1,62378 <_____> 1510,19 <Интегр-Навиг> 59,9845 0,099539 -1,29594 -3,50156 2,39538 0 55,76025220270 37,72588558989 164,05979919434 0,532547 10,7576 -0,0338589
-1018,07537841797 448303 -1,62378 <_____> 1509,98 <Интегр-Навиг> 59,999 0,15203 -1,28314 -3,46968 2,37845 0 55,76024871471 37,72588981285 164,04600524902 -0,184202 10,1109 -0,467658
-1018,52642822266 448699 -1,624 <_____> 1509,98 <Интегр-Навиг> 59,9753 0,141551 -1,27399 -3,45931 2,36243 0 55,76024466411 37,72589383021 164,18177795410 -0,9877 8,75231 0,460465
-1018,97753906250 449094 -1,62378 <_____> 1510,19 <Интегр-Навиг> 59,9143 0,126913 -1,26982 -3,51042 2,41151 0 55,76024125021 37,72589798170 164,17115783691 0,169952 10,6546 -0,306524
-1019,42858886719 449475 -1,624 <_____> 1510,59 <Интегр-Навиг> 59,8535 0,0684996 -1,26312 -3,66752 2,5031 0 55,76023794565 37,72590194167 164,29455566406 0,263292 10,3366 -0,222309
-1019,87969970703 449848 -1,62378 <_____> 1510,59 <Интегр-Навиг> 59,837 0,0456089 -1,26242 -3,70873 2,5328 0 55,76023450259 37,72590611419 164,28762817383 -0,682123 9,13705 -0,0207426
-1020,33074951172 450222 -1,624 <_____> 1510,39 <Интегр-Навиг> 59,8052 0,0600587 -1,27165 -3,64945 2,494 0 55,76023108259 37,72591026280 164,28067016602 -0,615498 9,41702 0,563836
-1020,78179931641 450595 -1,62378 <_____> 1509,98 <Интегр-Навиг> 59,7998 0,0792062 -1,2788 -3,71751 2,54525 0 55,76022738248 37,72591229989 164,36193847656 -0,576196 9,29459 -0,28719
-1021,23291015625 450963 -1,62378 <_____> 1509,98 <Интегр-Навиг> 59,7776 0,0821515 -1,29423 -3,74068 2,55299 0 55,76022396964 37,72591643438 164,35662841797 0,0910452 10,2977 -0,357293
-1021,68395996094 451333 -1,624 <_____> 1510,19 <Интегр-Навиг> 59,7171 0,127405 -1,30519 -3,65755 2,51714 0 55,76022057625 37,72592056022 164,35119628906 -0,820208 9,34643 -0,352712
-1022,13507080078 451701 -1,62378 <_____> 1510,19 <Интегр-Навиг> 59,6654 0,114514 -1,32671 -3,82156 2,60094 0 55,76021674181 37,72592305547 164,40873718262 -0,657601 9,23632 0,226945
-1022,58612060547 452057 -1,624 <_____> 1510,39 <Интегр-Навиг> 59,5988 0,161459 -1,33053 -3,8919 2,67636 0 55,76021333736 37,72592718489 164,40461730957 -0,438613 9,93573 -0,186546
-1023,03717041016 452410 -1,624 <_____> 1510,39 <Интегр-Навиг> 59,636 0,140446 -1,31353 -3,86739 2,64386 0 55,76020991095 37,72593136149 164,44271850586 -0,762016 9,22694 -0,291969
-1023,48828125000 452767 -3,24756 <_____> 1509,98 <Интегр-Навиг> 59,6213 0,160587 -1,3142 -3,89232 2,67139 0 55,76020688472 37,72593392217 164,43965148926 0,958099 10,2604 0,120055
-1023,93933105469 453120 -1,624 <_____> 1509,58 <Интегр-Навиг> 59,6417 0,136918 -1,28621 -3,84491 2,64204 0 55,76020346659 37,72593809271 164,43667602539 -0,576327 9,46863 -0,704759
-1024,39038085938 453483 -1,62378 <_____> 1508,97 <Интегр-Навиг> 59,6412 0,128703 -1,27807 -3,736 2,59133 0 55,76020056007 37,72594101546 164,46974182129 -0,250526 9,41773 -0,215615
-1024,84155273438 453856 -1,62378 <_____> 1508,57 <Интегр-Навиг> 59,5657 0,0393528 -1,29733 -3,54066 2,44759 0 55,76019714471 37,72594521709 164,46739196777 -1,31671 9,65545 -1,38737
-1025,29260253906 454279 -1,62422 <_____> 1508,77 <Интегр-Навиг> 59,3981 -0,0499402 -1,31081 -2,84348 2,06918 0 55,76019375392 37,72594946712 164,46495056152 -0,238359 9,61916 -1,25352
-1025,74365234375 454863 0 Piket 1509,78 <Интегр-Навиг> 59,3178 -0,0132086 -1,33328 -1,96601 1,55694 0 55,76019034711 37,72595391907 164,47317504883 0,00599283 9,77128 -0,0375968
-1026,19470214844 455684 0 Strelka 1510,59 <Интегр-Навиг> 59,2894 -0,0574256 -1,36205 -1,22296 1,12756 0 55,76018663203 37,72595723378 164,45469665527 -0,0985675 9,74946 -0,454594
-1026,64575195313 472469 0 <_____> 1547,97 <Интегр-Навиг> 58,2043 -0,0146469 7,48919 0,170138 0,316507 0 55,76020135088 37,72603040680 164,34844970703 1,14547 9,32062 -0,351412
-1027,09692382813 554266 0 <_____> 1510,59 <Интегр-Навиг> 59,2483 -0,340633 -1,42229 -0,220341 0,554905 0 55,76019093063 37,72602293676 164,59225463867 -0,307034 9,88919 -0,123738
-1027,54797363281 557462 0 Vokzal 1510,59 <Интегр-Навиг> 59,2516 -0,119927 -1,42974 -1,76225 1,46622 0 55,76018695120 37,72602323710 163,57266235352 -0,181747 10,2221 0,397425
-1027,99902343750 558069 0 <_____> 1510,59 <Интегр-Навиг> 59,2431 -0,152767 -1,44459 -2,68153 2,01544 0 55,76018354561 37,72602795977 163,47166442871 -0,510806 9,89495 0,441336
-1028,45007324219 558538 -1,62378 <_____> 1510,59 <Интегр-Навиг> 59,2762 -0,20902 -1,44593 -3,16856 2,28421 0 55,76018030936 37,72602800123 163,37066650391 0,612613 10,362 1,44629
-1028,90112304688 558954 -1,62378 Strelka 1510,59 <Интегр-Навиг> 59,1188 -0,217622 -1,4562 -3,45536 2,48138 0 55,76017685034 37,72603243046 163,30067443848 -0,594248 9,54834 0,586445
-1029,35229492188 559340 -1,62378 <_____> 1512 <Интегр-Навиг> 58,9907 -0,221203 -1,43225 -3,66124 2,61689 0 55,76017346865 37,72603672236 163,23681640625 -0,421107 9,99887 0,304014
-1029,80334472656 559705 -1,62422 <_____> 1512,81 <Интегр-Навиг> 58,868 -0,167556 -1,43213 -3,83094 2,68054 0 55,76017028622 37,72603120480 163,24940490723 -0,665195 9,3611 0,694562
-1030,25439453125 560061 -1,62378 <_____> 1513,62 <Интегр-Навиг> 58,8293 -0,0238165 -1,39096 -3,91464 2,75462 0 55,76016682060 37,72603551601 163,19245910645 -0,500549 9,19705 1,27139
-1030,70544433594 560405 -1,62378 <_____> 1514,23 <Интегр-Навиг> 58,8644 -0,121127 -1,37656 -4,11524 2,86115 0 55,76016342902 37,72603973460 163,29190063477 -0,514368 9,93339 0,360523
-1031,15649414063 560732 -3,24756 <_____> 1514,43 <Интегр-Навиг> 58,8311 -0,1786 -1,35262 -4,28564 2,96862 0 55,76015986060 37,72604160450 163,24555969238 -0,155121 9,50981 0,52049
-1031,60766601563 561053 -1,62378 <_____> 1514,63 <Интегр-Навиг> 58,7749 -0,138705 -1,33382 -4,2942 2,98802 0 55,76015644148 37,72604581595 163,19999694824 0,0533257 10,4611 -0,892441
-1032,05871582031 561370 -1,62422 <_____> 1514,63 <Интегр-Навиг> 58,7354 -0,158294 -1,34447 -4,37513 3,05013 0 55,76015298256 37,72605009173 163,33273315430 -0,0389654 10,1544 -0,256025
-1032,50976562500 561685 -1,62378 <_____> 1514,63 <Интегр-Навиг> 58,7508 -0,0758173 -1,33514 -4,43467 3,07661 0 55,76014932817 37,72605280421 163,29417419434 -0,512465 9,14038 0,428517
-1032,96081542969 561994 -1,62378 <_____> 1514,02 <Интегр-Навиг> 58,7175 -0,225702 -1,34778 -4,43336 3,06926 0 55,76014583724 37,72605709145 163,25509643555 -0,363806 9,49696 0,666165
-1033,41186523438 562304 -3,24756 <_____> 1513,42 <Интегр-Навиг> 58,6791 -0,0733524 -1,32966 -4,48787 3,11905 0 55,76014243003 37,72606127668 163,21728515625 -0,0237138 10,2094 -0,319608
-1033,86303710938 562607 -1,62378 <_____> 1513,42 <Авт-Навиг> 58,6129 -0,225598 -1,36234 -4,59887 3,18194 0 55,76013865935 37,72606325538 163,35243225098 -0,449796 9,96814 -0,268685
-1034,31408691406 562902 -1,62422 <_____> 1513,62 <Авт-Навиг> 58,5281 -0,146056 -1,34367 -4,69369 3,23714 0 55,76013525229 37,72606743515 163,32118225098 -0,656631 9,62072 0,00319746
-1034,76513671875 563196 -1,62422 <_____> 1514,43 <Авт-Навиг> 58,4176 -0,139164 -1,33658 -4,66135 3,24924 0 55,76013183090 37,72607164430 163,28950500488 -0,691247 9,88037 -1,04059
-1035,21618652344 563489 -3,24756 <_____> 1515,03 <Авт-Навиг> 58,331 -0,167038 -1,34071 -4,75844 3,32247 0 55,76012840058 37,72607588130 163,41047668457 0,0409489 9,9313 0,0996266
-1035,66723632813 563774 -1,62378 <_____> 1515,24 <Авт-Навиг> 58,3262 -0,115413 -1,31156 -4,78844 3,31742 0 55,76012495191 37,72608012479 163,38409423828 -0,515936 9,67285 -0,593105
-1036,11840820313 564066 -1,62378 <_____> 1515,03 <Авт-Навиг> 58,3126 -0,0780911 -1,32515 -4,65556 3,26556 0 55,76012159113 37,72608428321 163,35714721680 -0,188393 9,97128 1,07269
-1036,56945800781 564368 -1,62378 <_____> 1514,43 <Авт-Навиг> 58,3279 -0,148823 -1,33333 -4,44635 3,14796 0 55,76011810784 37,72608861776 163,45806884766 -0,37811 9,84302 -0,744791
-1037,02050781250 564675 -3,248 Piket 1514,23 <Авт-Навиг> 58,3118 -0,305741 -1,37782 -4,45028 3,14193 0 55,76011469868 37,72609287485 163,43292236328 0,107328 9,69449 0,700965
-1037,47155761719 564983 -1,62378 <_____> 1514,23 <Авт-Навиг> 58,2928 -0,113374 -1,37982 -4,5007 3,16368 0 55,76011126705 37,72609716237 163,40840148926 -0,535296 9,71834 -0,263701
-1037,92260742188 565287 -1,62378 <_____> 1514,23 <Авт-Навиг> 58,2185 -0,262154 -1,40972 -4,55813 3,21025 0 55,76010782137 37,72610146357 163,38320922852 -0,115865 9,43823 -0,0648173
-1038,37377929688 565583 -1,62378 <_____> 1514,43 <Авт-Навиг> 58,1722 -0,126779 -1,41417 -4,66534 3,26798 0 55,76010442862 37,72610569146 163,45060729980 0,234788 9,89314 0,53299
-1038,82482910156 565877 -3,248 <_____> 1514,23 <Авт-Навиг> 58,1867 -0,259005 -1,43961 -4,69027 3,29298 0 55,76010101571 37,72610994948 163,42852783203 -0,704399 10,1252 -0,633038
-1039,27587890625 566167 -1,62378 <_____> 1513,82 <Авт-Навиг> 58,1945 -0,216053 -1,40189 -4,78135 3,35682 0 55,76009754192 37,72611426628 163,40673828125 0,00685034 9,56046 -0,513362
-1039,72692871094 566451 -1,62378 <_____> 1513,22 <Авт-Навиг> 58,1483 -0,258284 -1,37987 -4,87055 3,41615 0 55,76009417145 37,72611844423 163,46003723145 0,0840449 9,52268 1,20832
-1040,17797851563 566730 -1,62378 <_____> 1512,81 <Авт-Навиг> 58,1201 -0,192467 -1,37014 -4,90254 3,4438 0 55,76009076145 37,72612268575 163,44084167480 -0,213572 9,42537 -0,401334
-1040,62915039063 567008 -3,24756 <_____> 1512,81 <Авт-Навиг> 58,0488 -0,217138 -1,36205 -4,94845 3,43898 0 55,76008731784 37,72612696475 163,42170715332 0,0191415 9,12722 -0,464198
-1041,08020019531 567284 -1,62422 <_____> 1512,81 <Авт-Навиг> 58,0018 -0,282677 -1,37288 -4,95275 3,48573 0 55,76008393897 37,72613117043 163,40269470215 -0,52482 10,0211 0,420062
-1041,53125000000 567563 -1,62422 <_____> 1513,42 <Авт-Навиг> 57,9428 -0,251839 -1,39497 -4,84662 3,43467 0 55,76008052654 37,72613543894 163,43217468262 0,146561 9,73654 0,790186
-1041,98229980469 567845 -3,24756 <_____> 1514,02 <Авт-Навиг> 57,8885 -0,277994 -1,4308 -4,86253 3,45033 0 55,76007713843 37,72613970441 163,41384887695 -0,535405 10,0796 -0,807636
-1042,43334960938 568122 -1,62378 <_____> 1514,43 <Авт-Навиг> 57,7694 -0,204614 -1,43088 -4,94472 3,51028 0 55,76007370362 37,72614401911 163,39566040039 -0,380978 10,3303 -0,853049
-1042,88452148438 568398 -1,62378 <_____> 1514,63 <Авт-Навиг> 57,6917 -0,4002 -1,43862 -4,89848 3,48134 0 55,76007033427 37,72614826136 163,40191650391 0,0389749 9,66594 0,758773
-1043,33557128906 568679 -3,248 <_____> 1514,83 <Авт-Навиг> 57,6299 -0,164804 -1,40656 -4,79577 3,44333 0 55,76006694189 37,72615255981 163,38471984863 -0,123457 9,98741 -0,629778
-1043,78662109375 568961 -1,62378 <_____> 1514,63 <Авт-Навиг> 57,5404 -0,046819 -1,41388 -4,87448 3,48815 0 55,76006349572 37,72615695901 163,36656188965 -0,72456 9,2281 -0,500063
-1044,23767089844 569240 -1,62378 <_____> 1514,43 <Авт-Навиг> 57,4824 -0,283992 -1,39747 -4,84003 3,48768 0 55,76006016885 37,72616118928 163,34931945801 0,126758 9,57088 -0,134487
-1044,68872070313 569519 -1,62378 <_____> 1514,43 <Авт-Навиг> 57,3577 -0,401969 -1,42836 -4,85343 3,49852 0 55,76005677902 37,72616552279 163,35768127441 -0,522769 9,77224 -0,86268
-1045,13989257813 569796 -3,24756 <_____> 1514,63 <Авт-Навиг> 57,2414 -0,249869 -1,41691 -4,86823 3,53725 0 55,76005337742 37,72616989708 163,34124755859 -0,209112 9,93105 -0,713858
-1045,59094238281 570078 -1,62422 <_____> 1514,63 <Авт-Навиг> 57,152 -0,403577 -1,46624 -4,7708 3,49302 0 55,76005001295 37,72617425254 163,32409667969 0,115542 10,0147 0,927395
-1046,04199218750 570361 -1,62422 <_____> 1514,63 <Авт-Навиг> 57,0566 -0,215266 -1,46142 -4,74782 3,48765 0 55,76004660734 37,72617866844 163,32125854492 0,09812 10,1544 0,577141
-1046,49304199219 570649 -3,24756 <_____> 1514,63 <Авт-Навиг> 57,0572 -0,459532 -1,53979 -4,74841 3,47632 0 55,76004323307 37,72618304827 163,30427551270 -0,103903 9,70002 -0,615694
-1046,94409179688 570930 -1,62378 Piket 1514,63 <Авт-Навиг> 57,0745 -0,235007 -1,52847 -4,84852 3,55205 0 55,76003986470 37,72618742577 163,28796386719 -0,525805 10,2076 0,850828
-1047,39526367188 571207 -1,62378 <_____> 1514,63 <Авт-Навиг> 57,0058 -0,227905 -1,58098 -4,98858 3,64489 0 55,76003645390 37,72619186452 163,27096557617 -1,00429 10,1203 -0,418056
-1047,84631347656 571477 -3,248 <_____> 1514,63 <Авт-Навиг> 56,934 -0,0548586 -1,56305 -5,0018 3,67392 0 55,76003312270 37,72619618321 163,29357910156 -0,0218807 9,8625 -0,976774
-1048,29736328125 571747 -1,62378 <_____> 1515,03 <Авт-Навиг> 56,821 -0,374024 -1,589 -4,93904 3,63434 0 55,76002973293 37,72620060024 163,27754211426 -0,241902 9,43369 -0,752025
-1048,74841308594 572020 -1,62378 <_____> 1515,03 <Авт-Навиг> 56,726 -0,202721 -1,56141 -4,9392 3,65586 0 55,76002635940 37,72620502168 163,26274108887 -0,209008 9,82291 -0,509748
-1049,19946289063 572291 -3,24756 <_____> 1515,24 <Авт-Навиг> 56,5934 -0,413426 -1,60976 -5,01107 3,70548 0 55,76002307255 37,72620934734 163,24731445313 -0,651582 9,64839 -0,505034
-1049,65063476563 572557 -1,62378 <_____> 1515,44 <Авт-Навиг> 56,5197 -0,262157 -1,57215 -5,08238 3,77049 0 55,76001971262 37,72621376485 163,33821105957 -0,597359 9,90511 0,482119
-1050,10168457031 572821 -1,62378 <_____> 1515,44 <Авт-Навиг> 56,4444 -0,364118 -1,57113 -5,12277 3,81067 0 55,76001631055 37,72621823406 163,32611083984 0,0893145 9,61574 -0,997147
-1050,55273437500 573083 -3,248 <_____> 1515,24 <Авт-Навиг> 56,4444 -0,186052 -1,56277 -5,08995 3,81101 0 55,76001299414 37,72622262168 163,31448364258 -0,0750078 9,48442 -0,0373065
-1051,00378417969 573346 -1,62378 <_____> 1515,03 <Авт-Навиг> 56,397 -0,292862 -1,60641 -5,17962 3,89843 0 55,76000967308 37,72622701532 163,30163574219 -0,158086 11,479 0,524534
-1051,45483398438 573606 -1,62378 <_____> 1515,03 <Авт-Навиг> 56,3443 -0,0518219 -1,50167 -5,1473 3,84418 0 55,76000630794 37,72623146356 163,40510559082 0,569791 9,92635 0,759829
-1051,90600585938 573869 -3,24756 <_____> 1514,83 <Авт-Навиг> 56,2535 -0,228535 -1,47516 -5,03044 3,76637 0 55,76000292632 37,72623594626 163,39485168457 0,0981025 10,0209 1,08326
-1052,35705566406 574136 -1,62422 <_____> 1514,83 <Авт-Навиг> 56,2228 0,0214629 -1,38913 -5,03614 3,80498 0 55,75999956633 37,72624042036 163,38488769531 0,409157 9,45945 -0,281603
-1052,80810546875 574398 -1,62422 <_____> 1515,03 <Авт-Навиг> 56,1969 -0,125242 -1,36147 -5,24973 3,91924 0 55,75999624909 37,72624483153 163,49427795410 -0,733994 9,82574 0,742438
-1053,25915527344 574653 -3,24756 <_____> 1514,83 <Авт-Навиг> 56,241 0,166872 -1,24123 -5,30028 3,96619 0 55,75999282580 37,72624936274 163,48718261719 -0,988907 9,67802 0,18087
-1053,71020507813 574911 -1,62378 <_____> 1514,63 <Авт-Навиг> 56,1656 -0,153339 -1,24796 -5,08755 3,83403 0 55,75998953794 37,72625374296 163,48004150391 0,110661 11,0403 -0,136201
-1054,16137695313 575175 -1,62378 <_____> 1514,63 <Авт-Навиг> 56,0613 -0,299305 -1,1738 -5,00145 3,81778 0 55,75998619203 37,72625825060 163,47357177734 -0,790202 10,3701 -0,806753
-1054,61242675781 575436 -3,248 <_____> 1514,63 <Авт-Навиг> 55,9636 -0,688634 -1,27511 -5,15481 3,87987 0 55,75998289704 37,72626268585 163,61141967773 -1,73793 8,062 0,79218
-1055,06347656250 575698 -1,62378 <_____> 1514,43 <Авт-Навиг> 55,8616 -0,321944 -1,17861 -5,0859 3,88025 0 55,75997956885 37,72626715652 163,61087036133 -0,0623886 8,94961 0,207049
-1055,51452636719 575962 -1,62378 <_____> 1514,43 <Авт-Навиг> 55,842 -0,371511 -1,218 -5,05791 3,87007 0 55,75997620047 37,72627171389 163,60928344727 0,17554 9,74842 0,675142
-1055,96569824219 576227 -3,24756 <_____> 1514,43 <Авт-Навиг> 55,8438 -0,365903 -1,22277 -4,99653 3,83795 0 55,75997284954 37,72627627014 163,60751342773 0,0613404 9,6503 0,0454139
-1056,41674804688 576492 -1,62422 <_____> 1514,23 <Авт-Навиг> 55,7582 -0,362054 -1,25555 -5,0654 3,88313 0 55,75996960058 37,72628068300 163,73725891113 -0,0417428 9,18883 0,370234
-1056,86779785156 576757 -1,62422 Piket 1513,82 <Авт-Навиг> 55,6963 -0,313812 -1,2513 -5,01602 3,84952 0 55,75996624000 37,72628525706 163,73925781250 0,0509543 9,52683 0,335955
-1057,31884765625 577025 -3,24756 <_____> 1513,82 <Авт-Навиг> 55,6462 -0,32363 -1,25008 -4,91457 3,79672 0 55,75996293432 37,72628977002 163,74101257324 -0,38104 10,0278 -0,699315
-1057,76989746094 577298 -1,62378 <_____> 1513,22 <Авт-Навиг> 55,6471 -0,293879 -1,24735 -4,8755 3,77049 0 55,75995960631 37,72629433700 163,74275207520 0,121623 9,90695 0,887586
-1058,22106933594 577567 -1,62378 <_____> 1512,41 <Авт-Навиг> 55,6198 -0,310252 -1,25926 -5,01761 3,87007 0 55,75995624022 37,72629895192 163,88790893555 -0,0197925 10,0603 0,733865
