Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
710,73724365234 20605 0 <_____> 1480,6 <Интегр-Навиг> 135,639 0,304887 0,448422 0,442225 -0,262051 0 55,75855684766 37,72854031411 168,96098327637 0,0458192 9,78989 -0,0518332
301,96325683594 370475 -1,60126 <_____> 1485,8 <Интегр-Навиг> 151,863 0,027848 -0,534069 3,45831 -2,03657 0 55,76143777771 37,72470771723 165,47656250000 0,15339 10,8155 -0,13452
301,75146484375 370659 -1,60126 <_____> 1485,8 <Интегр-Навиг> 151,879 0,028896 -0,509942 3,51217 -2,06299 0 55,76143939291 37,72470603058 165,47244262695 -0,421619 8,29056 0,300438
301,53967285156 370839 -1,67739 <_____> 1485,6 <Интегр-Навиг> 151,896 0,0329747 -0,543909 3,59079 -2,08519 0 55,76144098998 37,72470436917 165,46818542480 -0,640045 9,50731 -0,0317097
301,32785034180 371019 -1,67739 <_____> 1485 <Интегр-Навиг> 151,927 0,0110072 -0,55661 3,58072 -2,09788 0 55,76144259419 37,72470269945 165,46394348145 0,214702 10,8227 -0,323989
301,11605834961 371197 -1,6775 <_____> 1484,8 <Интегр-Навиг> 151,938 0,00439329 -0,52015 3,59344 -2,10097 0 55,76144420495 37,72470102449 165,45982360840 0,039492 10,3332 0,23406
300,90426635742 371375 -1,6775 <_____> 1484,8 <Интегр-Навиг> 151,955 0,0189413 -0,546512 3,62611 -2,11703 0 55,76144576593 37,72469940237 165,45584106445 0,112631 10,4231 -0,181351
300,69247436523 371551 -1,75364 <_____> 1484,8 <Интегр-Навиг> 151,974 0,00861182 -0,545749 3,64051 -2,12574 0 55,76144794748 37,72469826906 165,46421813965 0,293788 10,2547 0,19015
300,48065185547 371728 -1,75364 <_____> 1484,6 <Интегр-Навиг> 151,964 -0,00617797 -0,521699 3,67111 -2,14454 0 55,76144952649 37,72469663684 165,46043395996 0,547106 11,9228 0,676204
300,26885986328 371903 -1,75364 <_____> 1484,6 <Интегр-Навиг> 151,973 0,00821485 -0,541268 3,6594 -2,12784 0 55,76145117211 37,72469493321 165,45652770996 -0,830159 9,77765 0,00720494
300,05706787109 372079 -1,75375 <_____> 1484,8 <Интегр-Навиг> 151,988 0,0113428 -0,547573 3,60427 -2,10528 0 55,76145274855 37,72469329893 165,45266723633 0,782695 9,93482 -0,25731
299,84527587891 372258 -1,75375 <_____> 1485 <Интегр-Навиг> 151,969 0,0118345 -0,568032 3,57602 -2,10706 0 55,76145436580 37,72469162132 165,44863891602 -0,139508 10,6539 0,0394855
299,63345336914 372437 -1,6775 <_____> 1485 <Интегр-Навиг> 151,953 0,0272617 -0,569757 3,57133 -2,0932 0 55,76145598004 37,72468994716 165,44462585449 -0,643528 9,79811 0,415407
299,42166137695 372621 -1,6775 <_____> 1485,4 <Интегр-Навиг> 151,945 0,0330926 -0,579355 3,50754 -2,05146 0 55,76145745915 37,72468863476 165,44766235352 -1,19666 8,93411 -0,0997442
299,20986938477 372805 -1,67739 <_____> 1485,6 <Интегр-Навиг> 151,942 0,0535305 -0,610056 3,40447 -2,01096 0 55,76145907169 37,72468695337 165,44366455078 -0,438516 9,47013 -0,21758
298,99807739258 372995 -1,67739 <_____> 1485,6 <Интегр-Навиг> 151,945 0,0652053 -0,604356 3,38119 -1,97989 0 55,76146064869 37,72468530715 165,43951416016 0,156661 10,3078 -0,228766
298,78625488281 373185 -1,60126 <_____> 1485,6 <Интегр-Навиг> 151,949 0,0595113 -0,623076 3,38912 -1,99678 0 55,76146227335 37,72468361036 165,43531799316 -0,0177289 9,8677 0,271476
298,57446289063 373376 -1,60126 <_____> 1485,6 <Интегр-Навиг> 151,945 0,0886944 -0,624507 3,34592 -1,96878 0 55,76146384326 37,72468196951 165,43138122559 0,126655 9,79667 -0,217964
298,36267089844 373569 -1,60115 <_____> 1485,6 <Интегр-Навиг> 151,944 0,0764231 -0,609701 3,29394 -1,93045 0 55,76146601735 37,72467999363 165,43492126465 -0,0427666 10,1082 0,123724
298,15084838867 373765 -1,60115 <_____> 1485,2 <Интегр-Навиг> 151,941 0,0821995 -0,627102 3,255 -1,93128 0 55,76146765774 37,72467827748 165,43083190918 0,378241 9,95636 0,182602
297,93905639648 373959 -1,52501 <_____> 1485 <Интегр-Навиг> 151,942 0,0729678 -0,625693 3,31659 -1,94787 0 55,76146924226 37,72467661926 165,42695617676 -0,284393 9,29416 -0,0299385
297,72726440430 374151 -1,52501 <_____> 1484,8 <Интегр-Навиг> 151,953 0,058657 -0,635096 3,38768 -1,98354 0 55,76147085873 37,72467493064 165,42300415039 -0,216301 10,435 -0,22818
297,51547241211 374339 -1,60115 <_____> 1484,8 <Интегр-Навиг> 151,962 0,0450051 -0,64664 3,36351 -1,98483 0 55,76147243485 37,72467328538 165,41911315918 0,0751573 10,2032 -0,00408059
297,30364990234 374533 -1,60115 <_____> 1484,8 <Интегр-Навиг> 151,965 0,0342683 -0,640735 3,31689 -1,94561 0 55,76147469979 37,72467145292 165,41357421875 -0,741189 8,8477 0,0687365
297,09185791016 374726 -1,60115 <_____> 1484,8 <Интегр-Навиг> 151,946 0,00780984 -0,619439 3,31588 -1,95342 0 55,76147630457 37,72466977709 165,40979003906 -0,0763699 10,9263 0,272554
296,88006591797 374920 -1,60126 <_____> 1485,2 <Интегр-Навиг> 151,932 -0,00104237 -0,631337 3,29496 -1,9506 0 55,76147789684 37,72466810988 165,40580749512 -0,156148 9,8633 0,17563
296,66827392578 375114 -1,60126 <_____> 1485,6 <Интегр-Навиг> 151,922 -0,00312226 -0,630211 3,3533 -1,98448 0 55,76147949733 37,72466643331 165,40176391602 0,0299243 10,2847 -0,164359
